"Sign","TotalTokens","TextCount","SiteCount","RegionCount","TypeCount","DamagedContextTokens","RarityBand","PositionTotal","Start","End","Medial","Singleton","StartPct","EndPct","MedialPct","SingletonPct","MeanNormPosition","CandidateClasses"
"135","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"138","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"141","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"147","1","1","1","1","1","1","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"152","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.3333","RareOrAllographCandidate"
"166","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"169","1","1","1","1","1","0","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"170","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.75","RareOrAllographCandidate"
"172","1","1","1","1","1","1","Hapax","1","0","0","1","0","0","0","1","0","0.2","RareOrAllographCandidate"
"173","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"179","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.6667","RareOrAllographCandidate"
"180","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"194","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.75","RareOrAllographCandidate"
"203","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"206","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"207","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.4","RareOrAllographCandidate"
"208","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"209","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"224","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"225","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"228","1","1","1","1","1","1","Hapax","1","0","0","1","0","0","0","1","0","0.2","RareOrAllographCandidate"
"237","1","1","1","1","1","0","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"251","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"253","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"256","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"261","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"265","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"270","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.2","RareOrAllographCandidate"
"271","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"276","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"280","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"290","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"293","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.25","RareOrAllographCandidate"
"295","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.25","RareOrAllographCandidate"
"303","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"305","1","1","1","1","1","1","Hapax","1","0","0","1","0","0","0","1","0","0.2857","RareOrAllographCandidate"
"306","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.6667","RareOrAllographCandidate"
"316","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"325","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"327","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"329","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"338","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.8","RareOrAllographCandidate"
"340","1","1","1","1","1","1","Hapax","1","0","0","1","0","0","0","1","0","0.75","RareOrAllographCandidate"
"342","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.25","RareOrAllographCandidate"
"344","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.6667","RareOrAllographCandidate"
"348","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"363","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"372","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.1667","RareOrAllographCandidate"
"375","1","1","1","1","1","1","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"376","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"383","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.3333","RareOrAllographCandidate"
"385","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.2","RareOrAllographCandidate"
"387","1","1","1","1","1","1","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"389","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"393","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"394","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"403","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"404","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"412","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"418","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"427","1","1","1","1","1","1","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"428","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"429","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"430","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"445","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"451","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"453","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"454","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"458","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"461","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"462","1","1","1","1","1","0","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"466","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.375","RareOrAllographCandidate"
"469","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.6667","RareOrAllographCandidate"
"471","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.75","RareOrAllographCandidate"
"473","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"474","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"481","1","1","1","1","1","1","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"493","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"505","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"506","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"512","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"514","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"532","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"535","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.9167","RareOrAllographCandidate"
"542","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.2","RareOrAllographCandidate"
"546","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"547","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"562","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"563","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"571","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"573","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"576","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"577","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"591","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"593","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"599","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"601","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"602","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"606","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"616","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"620","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"623","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"628","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"629","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.25","RareOrAllographCandidate"
"633","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.1","RareOrAllographCandidate"
"635","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"638","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"639","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.8333","RareOrAllographCandidate"
"640","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"641","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"646","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"682","1","1","1","1","1","1","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"684","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"686","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.8182","RareOrAllographCandidate"
"693","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"694","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"699","1","1","1","1","1","1","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"701","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"707","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"708","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"709","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"713","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"714","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.6667","RareOrAllographCandidate"
"715","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"718","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"719","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"722","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"723","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"725","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"728","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"729","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.8571","RareOrAllographCandidate"
"731","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"733","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"734","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"735","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"750","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"751","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"761","1","1","1","1","1","1","Hapax","1","0","0","1","0","0","0","1","0","0.6","RareOrAllographCandidate"
"762","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"763","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"764","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"765","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.8","RareOrAllographCandidate"
"766","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"768","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"778","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.3333","RareOrAllographCandidate"
"784","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"793","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.6364","RareOrAllographCandidate"
"796","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"801","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"809","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.6875","RareOrAllographCandidate"
"811","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.6","RareOrAllographCandidate"
"815","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"816","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"826","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"827","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"830","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"835","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"837","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"841","1","1","1","1","1","0","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"855","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"857","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"858","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"859","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"860","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"862","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.2","RareOrAllographCandidate"
"863","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"864","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"866","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"872","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"874","1","1","1","1","1","1","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"875","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"876","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"878","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"894","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"895","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.3333","RareOrAllographCandidate"
"897","1","1","1","1","1","1","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"902","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"907","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"911","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"914","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"918","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"925","1","1","1","1","1","1","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"926","1","1","1","1","1","0","Hapax","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"932","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"943","1","1","1","1","1","1","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"944","1","1","1","1","1","1","Hapax","1","0","0","1","0","0","0","1","0","0.3333","RareOrAllographCandidate"
"945","1","1","1","1","1","1","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"946","1","1","1","1","1","1","Hapax","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"947","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.8889","RareOrAllographCandidate"
"951","1","1","1","1","1","0","Hapax","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"952","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.2","RareOrAllographCandidate"
"953","1","1","1","1","1","0","Hapax","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"958","1","1","1","1","1","0","Hapax","1","0","0","1","0","0","0","1","0","0.2222","RareOrAllographCandidate"
