Frame,FillerA,CountA,FillerB,CountB,Relation,CombinedCount,Lead
861|<END>,002-004-390,2,002-004-407,2,Substitution@3:390>407,4,MinimalAlternation
<START>|001,820,15,480,4,Substitution@1:820>480,19,MinimalAlternation
<START>|001,820,15,692,4,Substitution@1:820>692,19,MinimalAlternation
<START>|001,820,15,140,3,Substitution@1:820>140,18,MinimalAlternation
<START>|001,820,15,031,2,Substitution@1:820>031,17,MinimalAlternation
<START>|001,820,15,032,2,Substitution@1:820>032,17,MinimalAlternation
<START>|001,820,15,090,2,Substitution@1:820>090,17,MinimalAlternation
<START>|001,820,15,920,2,Substitution@1:820>920,17,MinimalAlternation
<START>|001,480,4,692,4,Substitution@1:480>692,8,MinimalAlternation
<START>|001,480,4,140,3,Substitution@1:480>140,7,MinimalAlternation
<START>|001,692,4,140,3,Substitution@1:692>140,7,MinimalAlternation
<START>|001,480,4,031,2,Substitution@1:480>031,6,MinimalAlternation
<START>|001,480,4,032,2,Substitution@1:480>032,6,MinimalAlternation
<START>|001,480,4,090,2,Substitution@1:480>090,6,MinimalAlternation
<START>|001,480,4,920,2,Substitution@1:480>920,6,MinimalAlternation
<START>|001,692,4,031,2,Substitution@1:692>031,6,MinimalAlternation
<START>|001,692,4,032,2,Substitution@1:692>032,6,MinimalAlternation
<START>|001,692,4,090,2,Substitution@1:692>090,6,MinimalAlternation
<START>|001,692,4,920,2,Substitution@1:692>920,6,MinimalAlternation
<START>|001,140,3,031,2,Substitution@1:140>031,5,MinimalAlternation
<START>|001,140,3,032,2,Substitution@1:140>032,5,MinimalAlternation
<START>|001,140,3,090,2,Substitution@1:140>090,5,MinimalAlternation
<START>|001,140,3,920,2,Substitution@1:140>920,5,MinimalAlternation
<START>|001,031,2,032,2,Substitution@1:031>032,4,MinimalAlternation
<START>|001,031,2,090,2,Substitution@1:031>090,4,MinimalAlternation
<START>|001,031,2,920,2,Substitution@1:031>920,4,MinimalAlternation
<START>|001,032,2,090,2,Substitution@1:032>090,4,MinimalAlternation
<START>|001,032,2,920,2,Substitution@1:032>920,4,MinimalAlternation
<START>|001,090,2,920,2,Substitution@1:090>920,4,MinimalAlternation
<START>|233,235,9,240,9,Substitution@1:235>240,18,MinimalAlternation
<START>|233,235,9,803,6,Substitution@1:235>803,15,MinimalAlternation
<START>|233,235,9,806,6,Substitution@1:235>806,15,MinimalAlternation
<START>|233,240,9,803,6,Substitution@1:240>803,15,MinimalAlternation
<START>|233,240,9,806,6,Substitution@1:240>806,15,MinimalAlternation
<START>|233,240,9,798-240,3,PrefixAddition:798,12,MinimalAlternation
<START>|233,235,9,806-235,3,PrefixAddition:806,12,MinimalAlternation
<START>|233,803,6,806,6,Substitution@1:803>806,12,MinimalAlternation
<START>|233,235,9,803-235,2,PrefixAddition:803,11,MinimalAlternation
<START>|233,817-002,7,861-002,3,Substitution@1:817>861,10,MinimalAlternation
<START>|233,806,6,806-235,3,SuffixAddition:235,9,MinimalAlternation
<START>|233,817-002,7,817-002-803,2,SuffixAddition:803,9,MinimalAlternation
<START>|233,803,6,803-235,2,SuffixAddition:235,8,MinimalAlternation
<START>|233,806-235,3,803-235,2,Substitution@1:806>803,5,MinimalAlternation
<START>|240,235,15,798,12,Substitution@1:235>798,27,MinimalAlternation
<START>|240,861-002,15,817-002,9,Substitution@1:861>817,24,MinimalAlternation
<START>|240,861-002,15,820-002,5,Substitution@1:861>820,20,MinimalAlternation
<START>|240,861-002,15,002,3,PrefixDeletion:861,18,MinimalAlternation
<START>|240,235,15,002,3,Substitution@1:235>002,18,MinimalAlternation
<START>|240,235,15,031,3,Substitution@1:235>031,18,MinimalAlternation
<START>|240,235,15,803,3,Substitution@1:235>803,18,MinimalAlternation
<START>|240,235,15,806-235,2,PrefixAddition:806,17,MinimalAlternation
<START>|240,235,15,032,2,Substitution@1:235>032,17,MinimalAlternation
<START>|240,235,15,220,2,Substitution@1:235>220,17,MinimalAlternation
<START>|240,861-002,15,031-002,2,Substitution@1:861>031,17,MinimalAlternation
<START>|240,861-002,15,861-002-798,2,SuffixAddition:798,17,MinimalAlternation
<START>|240,798,12,002,3,Substitution@1:798>002,15,MinimalAlternation
<START>|240,798,12,031,3,Substitution@1:798>031,15,MinimalAlternation
<START>|240,798,12,803,3,Substitution@1:798>803,15,MinimalAlternation
<START>|240,798,12,032,2,Substitution@1:798>032,14,MinimalAlternation
<START>|240,798,12,220,2,Substitution@1:798>220,14,MinimalAlternation
<START>|240,817-002,9,820-002,5,Substitution@1:817>820,14,MinimalAlternation
<START>|240,817-002,9,002,3,PrefixDeletion:817,12,MinimalAlternation
<START>|240,817-002,9,031-002,2,Substitution@1:817>031,11,MinimalAlternation
<START>|240,692-060,8,820-060,2,Substitution@1:692>820,10,MinimalAlternation
<START>|240,692-060,8,692-001,2,Substitution@2:060>001,10,MinimalAlternation
<START>|240,692-060,8,692-060-235,2,SuffixAddition:235,10,MinimalAlternation
<START>|240,692-060,8,692-060-798,2,SuffixAddition:798,10,MinimalAlternation
<START>|240,820-002,5,002,3,PrefixDeletion:820,8,MinimalAlternation
<START>|240,820-002,5,031-002,2,Substitution@1:820>031,7,MinimalAlternation
<START>|240,820-002,5,820-060,2,Substitution@2:002>060,7,MinimalAlternation
<START>|240,002,3,031,3,Substitution@1:002>031,6,MinimalAlternation
<START>|240,002,3,803,3,Substitution@1:002>803,6,MinimalAlternation
<START>|240,031,3,803,3,Substitution@1:031>803,6,MinimalAlternation
<START>|240,002,3,031-002,2,PrefixAddition:031,5,MinimalAlternation
<START>|240,032-220,3,220,2,PrefixDeletion:032,5,MinimalAlternation
<START>|240,002,3,032,2,Substitution@1:002>032,5,MinimalAlternation
<START>|240,002,3,220,2,Substitution@1:002>220,5,MinimalAlternation
<START>|240,031,3,032,2,Substitution@1:031>032,5,MinimalAlternation
<START>|240,031,3,220,2,Substitution@1:031>220,5,MinimalAlternation
<START>|240,803,3,032,2,Substitution@1:803>032,5,MinimalAlternation
<START>|240,803,3,220,2,Substitution@1:803>220,5,MinimalAlternation
<START>|240,031,3,031-002,2,SuffixAddition:002,5,MinimalAlternation
<START>|240,032-220,3,032,2,SuffixDeletion:220,5,MinimalAlternation
<START>|240,032,2,220,2,Substitution@1:032>220,4,MinimalAlternation
<START>|240,692-060-235,2,820-060-235,2,Substitution@1:692>820,4,MinimalAlternation
<START>|240,692-060-235,2,692-060-798,2,Substitution@3:235>798,4,MinimalAlternation
<START>|240,820-060,2,820-060-235,2,SuffixAddition:235,4,MinimalAlternation
<START>|390,590,14,003,9,Substitution@1:590>003,23,MinimalAlternation
<START>|390,590,14,016,6,Substitution@1:590>016,20,MinimalAlternation
<START>|390,590,14,004,4,Substitution@1:590>004,18,MinimalAlternation
<START>|390,590,14,240-590,3,PrefixAddition:240,17,MinimalAlternation
<START>|390,590,14,125,3,Substitution@1:590>125,17,MinimalAlternation
<START>|390,590,14,390,3,Substitution@1:590>390,17,MinimalAlternation
<START>|390,590,14,790,3,Substitution@1:590>790,17,MinimalAlternation
<START>|390,590,14,032-590,2,PrefixAddition:032,16,MinimalAlternation
<START>|390,590,14,235-590,2,PrefixAddition:235,16,MinimalAlternation
<START>|390,590,14,005,2,Substitution@1:590>005,16,MinimalAlternation
<START>|390,590,14,017,2,Substitution@1:590>017,16,MinimalAlternation
<START>|390,590,14,032,2,Substitution@1:590>032,16,MinimalAlternation
<START>|390,590,14,034,2,Substitution@1:590>034,16,MinimalAlternation
<START>|390,590,14,095,2,Substitution@1:590>095,16,MinimalAlternation
<START>|390,590,14,140,2,Substitution@1:590>140,16,MinimalAlternation
<START>|390,590,14,370,2,Substitution@1:590>370,16,MinimalAlternation
<START>|390,590,14,371,2,Substitution@1:590>371,16,MinimalAlternation
<START>|390,590,14,705,2,Substitution@1:590>705,16,MinimalAlternation
<START>|390,590,14,844,2,Substitution@1:590>844,16,MinimalAlternation
<START>|390,003,9,016,6,Substitution@1:003>016,15,MinimalAlternation
<START>|390,003,9,004,4,Substitution@1:003>004,13,MinimalAlternation
<START>|390,003,9,125,3,Substitution@1:003>125,12,MinimalAlternation
<START>|390,003,9,390,3,Substitution@1:003>390,12,MinimalAlternation
<START>|390,003,9,790,3,Substitution@1:003>790,12,MinimalAlternation
<START>|390,003,9,005,2,Substitution@1:003>005,11,MinimalAlternation
<START>|390,003,9,017,2,Substitution@1:003>017,11,MinimalAlternation
<START>|390,003,9,032,2,Substitution@1:003>032,11,MinimalAlternation
<START>|390,003,9,034,2,Substitution@1:003>034,11,MinimalAlternation
<START>|390,003,9,095,2,Substitution@1:003>095,11,MinimalAlternation
<START>|390,003,9,140,2,Substitution@1:003>140,11,MinimalAlternation
<START>|390,003,9,370,2,Substitution@1:003>370,11,MinimalAlternation
<START>|390,003,9,371,2,Substitution@1:003>371,11,MinimalAlternation
<START>|390,003,9,705,2,Substitution@1:003>705,11,MinimalAlternation
<START>|390,003,9,844,2,Substitution@1:003>844,11,MinimalAlternation
<START>|390,016,6,004,4,Substitution@1:016>004,10,MinimalAlternation
<START>|390,016,6,125,3,Substitution@1:016>125,9,MinimalAlternation
<START>|390,016,6,390,3,Substitution@1:016>390,9,MinimalAlternation
<START>|390,016,6,790,3,Substitution@1:016>790,9,MinimalAlternation
<START>|390,016,6,005,2,Substitution@1:016>005,8,MinimalAlternation
<START>|390,016,6,017,2,Substitution@1:016>017,8,MinimalAlternation
<START>|390,016,6,032,2,Substitution@1:016>032,8,MinimalAlternation
<START>|390,016,6,034,2,Substitution@1:016>034,8,MinimalAlternation
<START>|390,016,6,095,2,Substitution@1:016>095,8,MinimalAlternation
<START>|390,016,6,140,2,Substitution@1:016>140,8,MinimalAlternation
<START>|390,016,6,370,2,Substitution@1:016>370,8,MinimalAlternation
<START>|390,016,6,371,2,Substitution@1:016>371,8,MinimalAlternation
<START>|390,016,6,705,2,Substitution@1:016>705,8,MinimalAlternation
<START>|390,016,6,844,2,Substitution@1:016>844,8,MinimalAlternation
<START>|390,817-002-004,5,817-002-003,3,Substitution@3:004>003,8,MinimalAlternation
<START>|390,004,4,125,3,Substitution@1:004>125,7,MinimalAlternation
<START>|390,004,4,390,3,Substitution@1:004>390,7,MinimalAlternation
<START>|390,004,4,790,3,Substitution@1:004>790,7,MinimalAlternation
<START>|390,820-002-003,4,817-002-003,3,Substitution@1:820>817,7,MinimalAlternation
<START>|390,820-002-003,4,861-002-003,3,Substitution@1:820>861,7,MinimalAlternation
<START>|390,817-002-004,5,817-002-005,2,Substitution@3:004>005,7,MinimalAlternation
<START>|390,817-002-004,5,817-002-590,2,Substitution@3:004>590,7,MinimalAlternation
<START>|390,004,4,005,2,Substitution@1:004>005,6,MinimalAlternation
<START>|390,004,4,017,2,Substitution@1:004>017,6,MinimalAlternation
<START>|390,004,4,032,2,Substitution@1:004>032,6,MinimalAlternation
<START>|390,004,4,034,2,Substitution@1:004>034,6,MinimalAlternation
<START>|390,004,4,095,2,Substitution@1:004>095,6,MinimalAlternation
<START>|390,004,4,140,2,Substitution@1:004>140,6,MinimalAlternation
<START>|390,004,4,370,2,Substitution@1:004>370,6,MinimalAlternation
<START>|390,004,4,371,2,Substitution@1:004>371,6,MinimalAlternation
<START>|390,004,4,705,2,Substitution@1:004>705,6,MinimalAlternation
<START>|390,004,4,844,2,Substitution@1:004>844,6,MinimalAlternation
<START>|390,125,3,390,3,Substitution@1:125>390,6,MinimalAlternation
<START>|390,125,3,790,3,Substitution@1:125>790,6,MinimalAlternation
<START>|390,390,3,790,3,Substitution@1:390>790,6,MinimalAlternation
<START>|390,817-002-003,3,861-002-003,3,Substitution@1:817>861,6,MinimalAlternation
<START>|390,861-002-003,3,861-002-590,3,Substitution@3:003>590,6,MinimalAlternation
<START>|390,125,3,005,2,Substitution@1:125>005,5,MinimalAlternation
<START>|390,125,3,017,2,Substitution@1:125>017,5,MinimalAlternation
<START>|390,125,3,032,2,Substitution@1:125>032,5,MinimalAlternation
<START>|390,125,3,034,2,Substitution@1:125>034,5,MinimalAlternation
<START>|390,125,3,095,2,Substitution@1:125>095,5,MinimalAlternation
<START>|390,125,3,140,2,Substitution@1:125>140,5,MinimalAlternation
<START>|390,125,3,370,2,Substitution@1:125>370,5,MinimalAlternation
<START>|390,125,3,371,2,Substitution@1:125>371,5,MinimalAlternation
<START>|390,125,3,705,2,Substitution@1:125>705,5,MinimalAlternation
<START>|390,125,3,844,2,Substitution@1:125>844,5,MinimalAlternation
<START>|390,240-590,3,032-590,2,Substitution@1:240>032,5,MinimalAlternation
<START>|390,240-590,3,235-590,2,Substitution@1:240>235,5,MinimalAlternation
<START>|390,390,3,005,2,Substitution@1:390>005,5,MinimalAlternation
<START>|390,390,3,017,2,Substitution@1:390>017,5,MinimalAlternation
<START>|390,390,3,032,2,Substitution@1:390>032,5,MinimalAlternation
<START>|390,390,3,034,2,Substitution@1:390>034,5,MinimalAlternation
<START>|390,390,3,095,2,Substitution@1:390>095,5,MinimalAlternation
<START>|390,390,3,140,2,Substitution@1:390>140,5,MinimalAlternation
<START>|390,390,3,370,2,Substitution@1:390>370,5,MinimalAlternation
<START>|390,390,3,371,2,Substitution@1:390>371,5,MinimalAlternation
<START>|390,390,3,705,2,Substitution@1:390>705,5,MinimalAlternation
<START>|390,390,3,844,2,Substitution@1:390>844,5,MinimalAlternation
<START>|390,790,3,005,2,Substitution@1:790>005,5,MinimalAlternation
<START>|390,790,3,017,2,Substitution@1:790>017,5,MinimalAlternation
<START>|390,790,3,032,2,Substitution@1:790>032,5,MinimalAlternation
<START>|390,790,3,034,2,Substitution@1:790>034,5,MinimalAlternation
<START>|390,790,3,095,2,Substitution@1:790>095,5,MinimalAlternation
<START>|390,790,3,140,2,Substitution@1:790>140,5,MinimalAlternation
<START>|390,790,3,370,2,Substitution@1:790>370,5,MinimalAlternation
<START>|390,790,3,371,2,Substitution@1:790>371,5,MinimalAlternation
<START>|390,790,3,705,2,Substitution@1:790>705,5,MinimalAlternation
<START>|390,790,3,844,2,Substitution@1:790>844,5,MinimalAlternation
<START>|390,861-002-590,3,817-002-590,2,Substitution@1:861>817,5,MinimalAlternation
<START>|390,817-002-003,3,817-002-005,2,Substitution@3:003>005,5,MinimalAlternation
<START>|390,861-002-003,3,861-002-016,2,Substitution@3:003>016,5,MinimalAlternation
<START>|390,817-002-003,3,817-002-590,2,Substitution@3:003>590,5,MinimalAlternation
<START>|390,861-002-590,3,861-002-016,2,Substitution@3:590>016,5,MinimalAlternation
<START>|390,002-032-590,2,032-590,2,PrefixDeletion:002,4,MinimalAlternation
<START>|390,005,2,017,2,Substitution@1:005>017,4,MinimalAlternation
<START>|390,005,2,032,2,Substitution@1:005>032,4,MinimalAlternation
<START>|390,005,2,034,2,Substitution@1:005>034,4,MinimalAlternation
<START>|390,005,2,095,2,Substitution@1:005>095,4,MinimalAlternation
<START>|390,005,2,140,2,Substitution@1:005>140,4,MinimalAlternation
<START>|390,005,2,370,2,Substitution@1:005>370,4,MinimalAlternation
<START>|390,005,2,371,2,Substitution@1:005>371,4,MinimalAlternation
<START>|390,005,2,705,2,Substitution@1:005>705,4,MinimalAlternation
<START>|390,005,2,844,2,Substitution@1:005>844,4,MinimalAlternation
<START>|390,017,2,032,2,Substitution@1:017>032,4,MinimalAlternation
<START>|390,017,2,034,2,Substitution@1:017>034,4,MinimalAlternation
<START>|390,017,2,095,2,Substitution@1:017>095,4,MinimalAlternation
<START>|390,017,2,140,2,Substitution@1:017>140,4,MinimalAlternation
<START>|390,017,2,370,2,Substitution@1:017>370,4,MinimalAlternation
<START>|390,017,2,371,2,Substitution@1:017>371,4,MinimalAlternation
<START>|390,017,2,705,2,Substitution@1:017>705,4,MinimalAlternation
<START>|390,017,2,844,2,Substitution@1:017>844,4,MinimalAlternation
<START>|390,032,2,034,2,Substitution@1:032>034,4,MinimalAlternation
<START>|390,032,2,095,2,Substitution@1:032>095,4,MinimalAlternation
<START>|390,032,2,140,2,Substitution@1:032>140,4,MinimalAlternation
<START>|390,032-590,2,235-590,2,Substitution@1:032>235,4,MinimalAlternation
<START>|390,032,2,370,2,Substitution@1:032>370,4,MinimalAlternation
<START>|390,032,2,371,2,Substitution@1:032>371,4,MinimalAlternation
<START>|390,032,2,705,2,Substitution@1:032>705,4,MinimalAlternation
<START>|390,032,2,844,2,Substitution@1:032>844,4,MinimalAlternation
<START>|390,034,2,095,2,Substitution@1:034>095,4,MinimalAlternation
<START>|390,034,2,140,2,Substitution@1:034>140,4,MinimalAlternation
<START>|390,034,2,370,2,Substitution@1:034>370,4,MinimalAlternation
<START>|390,034,2,371,2,Substitution@1:034>371,4,MinimalAlternation
<START>|390,034,2,705,2,Substitution@1:034>705,4,MinimalAlternation
<START>|390,034,2,844,2,Substitution@1:034>844,4,MinimalAlternation
<START>|390,095,2,140,2,Substitution@1:095>140,4,MinimalAlternation
<START>|390,095,2,370,2,Substitution@1:095>370,4,MinimalAlternation
<START>|390,095,2,371,2,Substitution@1:095>371,4,MinimalAlternation
<START>|390,095,2,705,2,Substitution@1:095>705,4,MinimalAlternation
<START>|390,095,2,844,2,Substitution@1:095>844,4,MinimalAlternation
<START>|390,140,2,370,2,Substitution@1:140>370,4,MinimalAlternation
<START>|390,140,2,371,2,Substitution@1:140>371,4,MinimalAlternation
<START>|390,140,2,705,2,Substitution@1:140>705,4,MinimalAlternation
<START>|390,140,2,844,2,Substitution@1:140>844,4,MinimalAlternation
<START>|390,370,2,371,2,Substitution@1:370>371,4,MinimalAlternation
<START>|390,370,2,705,2,Substitution@1:370>705,4,MinimalAlternation
<START>|390,370,2,844,2,Substitution@1:370>844,4,MinimalAlternation
<START>|390,371,2,705,2,Substitution@1:371>705,4,MinimalAlternation
<START>|390,371,2,844,2,Substitution@1:371>844,4,MinimalAlternation
<START>|390,705,2,844,2,Substitution@1:705>844,4,MinimalAlternation
<START>|390,817-002-005,2,817-002-590,2,Substitution@3:005>590,4,MinimalAlternation
<START>|390,032,2,032-590,2,SuffixAddition:590,4,MinimalAlternation
<START>|520,415-220,18,220,7,PrefixDeletion:415,25,MinimalAlternation
<START>|520,415-220,18,016-220,4,Substitution@1:415>016,22,MinimalAlternation
<START>|520,240,8,220,7,Substitution@1:240>220,15,MinimalAlternation
<START>|520,240,8,233,7,Substitution@1:240>233,15,MinimalAlternation
<START>|520,220,7,233,7,Substitution@1:220>233,14,MinimalAlternation
<START>|520,240,8,235,5,Substitution@1:240>235,13,MinimalAlternation
<START>|520,220,7,235,5,Substitution@1:220>235,12,MinimalAlternation
<START>|520,233,7,235,5,Substitution@1:233>235,12,MinimalAlternation
<START>|520,240,8,031,4,Substitution@1:240>031,12,MinimalAlternation
<START>|520,220,7,016-220,4,PrefixAddition:016,11,MinimalAlternation
<START>|520,220,7,031,4,Substitution@1:220>031,11,MinimalAlternation
<START>|520,233,7,031,4,Substitution@1:233>031,11,MinimalAlternation
<START>|520,240,8,175,3,Substitution@1:240>175,11,MinimalAlternation
<START>|520,220,7,175,3,Substitution@1:220>175,10,MinimalAlternation
<START>|520,231-017-585-095,8,220-017-585-095,2,Substitution@1:231>220,10,MinimalAlternation
<START>|520,233,7,175,3,Substitution@1:233>175,10,MinimalAlternation
<START>|520,240,8,001,2,Substitution@1:240>001,10,MinimalAlternation
<START>|520,240,8,095,2,Substitution@1:240>095,10,MinimalAlternation
<START>|520,240,8,400,2,Substitution@1:240>400,10,MinimalAlternation
<START>|520,240,8,460,2,Substitution@1:240>460,10,MinimalAlternation
<START>|520,220,7,001,2,Substitution@1:220>001,9,MinimalAlternation
<START>|520,220,7,095,2,Substitution@1:220>095,9,MinimalAlternation
<START>|520,220,7,400,2,Substitution@1:220>400,9,MinimalAlternation
<START>|520,220,7,460,2,Substitution@1:220>460,9,MinimalAlternation
<START>|520,233,7,001,2,Substitution@1:233>001,9,MinimalAlternation
<START>|520,233,7,095,2,Substitution@1:233>095,9,MinimalAlternation
<START>|520,233,7,400,2,Substitution@1:233>400,9,MinimalAlternation
<START>|520,233,7,460,2,Substitution@1:233>460,9,MinimalAlternation
<START>|520,235,5,031,4,Substitution@1:235>031,9,MinimalAlternation
<START>|520,705-033,5,033-033,4,Substitution@1:705>033,9,MinimalAlternation
<START>|520,235,5,175,3,Substitution@1:235>175,8,MinimalAlternation
<START>|520,705-033,5,240-705-033,2,PrefixAddition:240,7,MinimalAlternation
<START>|520,031,4,175,3,Substitution@1:031>175,7,MinimalAlternation
<START>|520,235,5,001,2,Substitution@1:235>001,7,MinimalAlternation
<START>|520,235,5,095,2,Substitution@1:235>095,7,MinimalAlternation
<START>|520,235,5,400,2,Substitution@1:235>400,7,MinimalAlternation
<START>|520,235,5,460,2,Substitution@1:235>460,7,MinimalAlternation
<START>|520,705-033,5,706-033,2,Substitution@1:705>706,7,MinimalAlternation
<START>|520,031,4,001,2,Substitution@1:031>001,6,MinimalAlternation
<START>|520,031,4,095,2,Substitution@1:031>095,6,MinimalAlternation
<START>|520,031,4,400,2,Substitution@1:031>400,6,MinimalAlternation
<START>|520,031,4,460,2,Substitution@1:031>460,6,MinimalAlternation
<START>|520,033-033,4,706-033,2,Substitution@1:033>706,6,MinimalAlternation
<START>|520,175,3,001,2,Substitution@1:175>001,5,MinimalAlternation
<START>|520,175,3,095,2,Substitution@1:175>095,5,MinimalAlternation
<START>|520,175,3,400,2,Substitution@1:175>400,5,MinimalAlternation
<START>|520,175,3,460,2,Substitution@1:175>460,5,MinimalAlternation
<START>|520,460,2,495-460,2,PrefixAddition:495,4,MinimalAlternation
<START>|520,352-400,2,400,2,PrefixDeletion:352,4,MinimalAlternation
<START>|520,001,2,095,2,Substitution@1:001>095,4,MinimalAlternation
<START>|520,001,2,400,2,Substitution@1:001>400,4,MinimalAlternation
<START>|520,001,2,460,2,Substitution@1:001>460,4,MinimalAlternation
<START>|520,095,2,400,2,Substitution@1:095>400,4,MinimalAlternation
<START>|520,095,2,460,2,Substitution@1:095>460,4,MinimalAlternation
<START>|520,400,2,460,2,Substitution@1:400>460,4,MinimalAlternation
<START>|741,347,9,851,3,Substitution@1:347>851,12,MinimalAlternation
<START>|741,347,9,861,3,Substitution@1:347>861,12,MinimalAlternation
<START>|741,347,9,066,2,Substitution@1:347>066,11,MinimalAlternation
<START>|741,347,9,345,2,Substitution@1:347>345,11,MinimalAlternation
<START>|741,347,9,361,2,Substitution@1:347>361,11,MinimalAlternation
<START>|741,347,9,575,2,Substitution@1:347>575,11,MinimalAlternation
<START>|741,347,9,590,2,Substitution@1:347>590,11,MinimalAlternation
<START>|741,347,9,617,2,Substitution@1:347>617,11,MinimalAlternation
<START>|741,347,9,630,2,Substitution@1:347>630,11,MinimalAlternation
<START>|741,851,3,861,3,Substitution@1:851>861,6,MinimalAlternation
<START>|741,851,3,066,2,Substitution@1:851>066,5,MinimalAlternation
<START>|741,851,3,345,2,Substitution@1:851>345,5,MinimalAlternation
<START>|741,851,3,361,2,Substitution@1:851>361,5,MinimalAlternation
<START>|741,851,3,575,2,Substitution@1:851>575,5,MinimalAlternation
<START>|741,851,3,590,2,Substitution@1:851>590,5,MinimalAlternation
<START>|741,851,3,617,2,Substitution@1:851>617,5,MinimalAlternation
<START>|741,851,3,630,2,Substitution@1:851>630,5,MinimalAlternation
<START>|741,861,3,066,2,Substitution@1:861>066,5,MinimalAlternation
<START>|741,861,3,345,2,Substitution@1:861>345,5,MinimalAlternation
<START>|741,861,3,361,2,Substitution@1:861>361,5,MinimalAlternation
<START>|741,861,3,575,2,Substitution@1:861>575,5,MinimalAlternation
<START>|741,861,3,590,2,Substitution@1:861>590,5,MinimalAlternation
<START>|741,861,3,617,2,Substitution@1:861>617,5,MinimalAlternation
<START>|741,861,3,630,2,Substitution@1:861>630,5,MinimalAlternation
<START>|741,066,2,345,2,Substitution@1:066>345,4,MinimalAlternation
<START>|741,066,2,361,2,Substitution@1:066>361,4,MinimalAlternation
<START>|741,066,2,575,2,Substitution@1:066>575,4,MinimalAlternation
<START>|741,066,2,590,2,Substitution@1:066>590,4,MinimalAlternation
<START>|741,066,2,617,2,Substitution@1:066>617,4,MinimalAlternation
<START>|741,066,2,630,2,Substitution@1:066>630,4,MinimalAlternation
<START>|741,345,2,361,2,Substitution@1:345>361,4,MinimalAlternation
<START>|741,345,2,575,2,Substitution@1:345>575,4,MinimalAlternation
<START>|741,345,2,590,2,Substitution@1:345>590,4,MinimalAlternation
<START>|741,345,2,617,2,Substitution@1:345>617,4,MinimalAlternation
<START>|741,345,2,630,2,Substitution@1:345>630,4,MinimalAlternation
<START>|741,361,2,575,2,Substitution@1:361>575,4,MinimalAlternation
<START>|741,361,2,590,2,Substitution@1:361>590,4,MinimalAlternation
<START>|741,361,2,617,2,Substitution@1:361>617,4,MinimalAlternation
<START>|741,361,2,630,2,Substitution@1:361>630,4,MinimalAlternation
<START>|741,575,2,590,2,Substitution@1:575>590,4,MinimalAlternation
<START>|741,575,2,617,2,Substitution@1:575>617,4,MinimalAlternation
<START>|741,575,2,630,2,Substitution@1:575>630,4,MinimalAlternation
<START>|741,590,2,617,2,Substitution@1:590>617,4,MinimalAlternation
<START>|741,590,2,630,2,Substitution@1:590>630,4,MinimalAlternation
<START>|741,617,2,630,2,Substitution@1:617>630,4,MinimalAlternation
<START>|741,368-330,2,368-572,2,Substitution@2:330>572,4,MinimalAlternation
